date,contractmonth,dailyopen,dailyhigh,dailylow,dailyclose,dailyvolume
20230927,2311,67080.0,67350.0,66980.0,67240.0,61584
20230928,2311,67240.0,67380.0,67000.0,67240.0,43115
20230929,2311,,,,,0
20230930,2311,,,,,0
20231001,2311,,,,,0
20231002,2311,,,,,0
20231003,2311,,,,,0
20231004,2311,,,,,0
20231005,2311,,,,,0
20231006,2311,,,,,0
20231007,2311,,,,,0
20231008,2311,,,,,0
20231009,2311,67130.0,67470.0,67030.0,67170.0,83897
20231010,2311,67170.0,67300.0,66190.0,66590.0,102125
20231011,2311,66600.0,66950.0,66550.0,66580.0,78951
20231012,2311,66580.0,66980.0,66310.0,66410.0,71318
20231013,2311,66420.0,66530.0,65890.0,66130.0,80483
20231014,2311,66130.0,66200.0,66080.0,66180.0,1657
20231015,2311,,,,,0
20231016,2311,66180.0,66650.0,66180.0,66250.0,59881
20231017,2311,66250.0,66450.0,65850.0,66360.0,78429
20231018,2311,66360.0,66890.0,66310.0,66480.0,64306
20231019,2311,66480.0,66710.0,66220.0,66600.0,51412
20231020,2311,66610.0,66760.0,66090.0,66300.0,59974
20231021,2311,66290.0,66320.0,66230.0,66310.0,1895
20231022,2311,,,,,0
20231023,2311,66230.0,66380.0,65790.0,66370.0,55856
20231024,2311,66360.0,67020.0,66190.0,66950.0,53566
20231025,2311,66960.0,67180.0,66690.0,66810.0,37175
20231026,2311,66810.0,66830.0,66500.0,66600.0,31562
20231027,2311,66610.0,67460.0,66500.0,67360.0,41696
20231028,2311,67370.0,67380.0,67220.0,67330.0,316
20231029,2311,,,,,0
20231030,2311,67340.0,67940.0,67250.0,67560.0,32250
20231031,2311,67570.0,67570.0,67260.0,67330.0,21418
20231101,2311,67440.0,67790.0,67230.0,67490.0,15883
20231102,2311,67520.0,67730.0,67400.0,67590.0,14380
20231103,2311,67590.0,67930.0,67440.0,67590.0,17775
20231104,2311,67580.0,67580.0,67470.0,67510.0,235
20231105,2311,,,,,0
20231106,2311,67460.0,67900.0,67390.0,67770.0,16490
20231107,2311,67730.0,67820.0,67300.0,67470.0,17975
20231108,2311,67530.0,67730.0,67420.0,67420.0,17035
20231109,2311,67450.0,67670.0,67340.0,67670.0,16535
20231110,2311,67680.0,67690.0,67000.0,67080.0,20355
20231111,2311,67100.0,67120.0,67070.0,67080.0,80
20231112,2311,,,,,0
20231113,2311,67210.0,67690.0,67200.0,67630.0,13865
20231114,2311,67690.0,68250.0,67670.0,68150.0,13390
20231115,2311,68120.0,68680.0,67930.0,68500.0,4800
